Date,EEM,GLD,SPY,TLT,VNQ
2020-04-08,31.067907333374023,154.64999389648438,252.5876922607422,139.74220275878906,60.01157760620117
2020-04-09,30.954076766967773,158.69000244140625,256.431396484375,139.99620056152344,63.376792907714844
2020-04-13,30.997859954833984,161.41000366210938,254.090087890625,138.71792602539062,60.710304260253906
2020-04-14,31.707128524780273,162.67999267578125,261.58392333984375,138.68405151367188,62.41300582885742
2020-04-15,30.892780303955078,161.85000610351562,256.0258483886719,142.35777282714844,59.93928527832031
2020-04-16,31.05915641784668,161.7100067138672,257.2609558105469,143.97445678710938,59.256614685058594
2020-04-17,31.750913619995117,158.57000732421875,264.21099853515625,142.04454040527344,61.12794494628906
2020-04-20,31.348125457763672,159.6999969482422,259.55615234375,143.18728637695312,58.855045318603516
2020-04-21,30.48123550415039,158.61000061035156,251.6751708984375,144.990234375,57.786842346191406
2020-04-22,31.31308937072754,161.72999572753906,257.2609558105469,143.50889587402344,58.670326232910156
2020-04-23,31.19925880432129,163.33999633789062,257.2425231933594,144.270751953125,58.180389404296875
2020-04-24,31.15547752380371,162.63999938964844,260.828125,144.60931396484375,58.42936706542969
2020-04-27,31.785938262939453,161.55999755859375,264.5888977050781,141.91763305664062,60.42922592163086
2020-04-28,31.847232818603516,160.83999633789062,263.3722229003906,143.55123901367188,60.92716598510742
2020-04-29,32.77541732788086,161.72999572753906,270.2668762207031,142.806396484375,61.8427734375
2020-04-30,32.08366012573242,158.8000030517578,267.7504577636719,141.13890075683594,61.12794494628906
2020-05-01,30.92780303955078,159.77999877929688,260.6622619628906,142.3474884033203,59.06386184692383
2020-05-04,31.260555267333984,160.33999633789062,261.38116455078125,141.6778564453125,58.77473449707031
2020-05-05,31.435684204101562,161.02000427246094,263.7961730957031,140.7710418701172,59.06386184692383
2020-05-06,31.339359283447266,158.9499969482422,262.0079650878906,138.49951171875,58.00370407104492
2020-05-07,31.59330177307129,161.38999938964844,265.1695251464844,140.81341552734375,58.83094787597656
2020-05-08,32.258785247802734,160.4199981689453,269.5570983886719,138.98268127441406,60.22842788696289
2020-05-11,32.04863739013672,159.4199981689453,269.6124267578125,137.89779663085938,59.35299301147461
2020-05-12,31.926036834716797,160.0399932861328,264.2386474609375,139.3131866455078,56.65439987182617
2020-05-13,31.864742279052734,161.5800018310547,259.5653381347656,140.28785705566406,55.2810173034668
2020-05-14,31.98733901977539,163.00999450683594,262.671630859375,141.6609649658203,55.4737663269043
2020-05-15,31.549516677856445,163.92999267578125,263.8790588378906,141.29649353027344,55.25691223144531
2020-05-18,32.78417205810547,162.69000244140625,271.91680908203125,138.19442749023438,58.525753021240234
2020-05-19,32.521484375,164.25999450683594,269.12384033203125,138.71141052246094,57.73866271972656
2020-05-20,32.9505500793457,164.64999389648438,273.69580078125,139.12680053710938,58.25267028808594
2020-05-21,32.57402038574219,162.25,271.80621337890625,139.4742431640625,58.30085372924805
2020-05-22,31.899768829345703,163.2100067138672,272.3223571777344,140.31338500976562,59.087947845458984
2020-05-26,32.60029220581055,160.88999938964844,275.6775207519531,138.4317626953125,61.29662322998047
2020-05-27,32.70536422729492,161.17999267578125,279.7793273925781,138.1774444580078,62.51741409301758
2020-05-28,32.47769546508789,161.72000122070312,279.26312255859375,137.66897583007812,62.81458282470703
2020-05-29,33.038116455078125,162.91000366210938,280.5075378417969,138.65206909179688,62.18812561035156
2020-06-01,33.7999267578125,163.66000366210938,281.64129638671875,137.71859741210938,63.625770568847656
2020-06-02,34.60551834106445,162.60000610351562,283.9732360839844,137.2178955078125,64.1397705078125
2020-06-03,35.41110610961914,159.60000610351562,287.75250244140625,135.39334106445312,66.19586181640625
2020-06-04,34.91199493408203,161.27999877929688,286.9966735839844,133.43296813964844,65.53726959228516
2020-06-05,35.831424713134766,158.00999450683594,294.3522644042969,132.48243713378906,68.01904296875
2020-06-08,36.05032730102539,159.72000122070312,297.9102783203125,132.99166870117188,69.70563507080078
2020-06-09,35.80515670776367,161.25999450683594,295.6888122558594,134.50230407714844,68.5490951538086
2020-06-10,36.067848205566406,163.57000732421875,294.0388488769531,136.49652099609375,66.80625915527344
2020-06-11,34.18521499633789,162.38999938964844,277.0877685546875,139.07643127441406,62.51741409301758
2020-06-12,34.91199493408203,162.6199951171875,280.4061279296875,137.73561096191406,64.75821685791016
2020-06-15,34.59493637084961,162.3300018310547,283.0238952636719,137.8119354248047,65.67379760742188
2020-06-16,34.81511688232422,162.25,288.4714050292969,135.69882202148438,66.96688079833984
2020-06-17,35.14978790283203,162.55999755859375,287.273193359375,136.25894165039062,65.99508666992188
2020-06-18,35.16740417480469,162.24000549316406,287.3838195800781,137.70166015625,65.27223205566406
2020-06-19,35.158592224121094,164.02999877929688,285.7414245605469,137.8119354248047,64.32449340820312
2020-06-22,35.59016036987305,165.08999633789062,287.5746154785156,137.82888793945312,64.26026153564453
2020-06-23,35.93363952636719,166.47999572753906,288.8984680175781,136.88693237304688,63.995201110839844
2020-06-24,35.458045959472656,165.89999389648438,281.529052734375,138.35507202148438,62.172061920166016
2020-06-25,35.60777282714844,165.8000030517578,284.54718017578125,138.7539520263672,62.96613693237305
2020-06-26,35.17621612548828,166.5399932861328,277.7886962890625,140.2390899658203,61.757598876953125
2020-06-29,35.334739685058594,166.6300048828125,281.8715515136719,139.79774475097656,62.94990158081055
2020-06-30,35.220252990722656,167.3699951171875,285.482177734375,139.1189422607422,63.69614028930664
2020-07-01,35.61656951904297,166.6199951171875,287.48193359375,138.84869384765625,65.16422271728516
2020-07-02,36.42684555053711,166.97999572753906,289.0650329589844,138.9931182861328,64.9776611328125
2020-07-06,37.994537353515625,167.97999572753906,293.5274658203125,138.42388916015625,64.94522857666016
2020-07-07,37.360416412353516,169.0399932861328,290.50006103515625,140.36953735351562,63.65557098388672
2020-07-08,38.3292121887207,170.08999633789062,292.7220458984375,139.80877685546875,63.56634521484375
2020-07-09,38.3292121887207,169.6300048828125,291.0555725097656,142.0348663330078,63.16889953613281
2020-07-10,38.082611083984375,169.19000244140625,294.0274353027344,141.3211212158203,63.36357498168945
2020-07-13,37.827205657958984,169.39999389648438,291.4814147949219,141.78843688964844,62.60926818847656
2020-07-14,37.88004684448242,170.19000244140625,295.25872802734375,141.9923858642578,63.13645553588867
2020-07-15,37.994537353515625,170.33999633789062,297.97137451171875,141.3296661376953,63.75291061401367
2020-07-16,37.45729446411133,168.72999572753906,296.989990234375,142.00083923339844,62.990455627441406
2020-07-17,37.668670654296875,170.1199951171875,297.85101318359375,141.70352172851562,63.80965805053711
2020-07-20,38.153076171875,170.94000244140625,300.25811767578125,142.05184936523438,63.047245025634766
2020-07-21,38.50535202026367,173.0,300.8968505859375,142.1368408203125,63.201332092285156
2020-07-22,38.33802032470703,175.6300048828125,302.6097106933594,142.5616455078125,64.16656494140625
2020-07-23,38.02976608276367,177.17999267578125,298.9990234375,144.22689819335938,63.89890670776367
2020-07-24,37.994537353515625,178.6999969482422,297.0732727050781,144.218505859375,63.42845916748047
2020-07-27,38.584632873535156,182.22999572753906,299.2397155761719,143.68324279785156,64.02867889404297
2020-07-28,38.26757049560547,183.75,297.341796875,144.67724609375,65.30211639404297
2020-07-29,38.884071350097656,185.1300048828125,300.9987487792969,144.4308624267578,66.56742858886719
2020-07-30,38.390865325927734,183.75999450683594,299.9248046875,145.3824462890625,66.13754272460938
2020-07-31,38.126651763916016,185.42999267578125,302.2948303222656,145.28903198242188,66.01587677001953
2020-08-03,38.390865325927734,185.63999938964844,304.39642333984375,144.55747985839844,65.13990020751953
2020-08-04,38.90168380737305,189.58999633789062,305.5721740722656,145.93539428710938,66.11321258544922
2020-08-05,39.324432373046875,191.35000610351562,307.4701232910156,144.65957641601562,65.78068542480469
2020-08-06,39.44773864746094,193.88999938964844,309.52532958984375,145.46762084960938,65.88611602783203
2020-08-07,38.6374626159668,190.80999755859375,309.7476501464844,144.4979705810547,66.82699584960938
2020-08-10,38.73434829711914,190.14999389648438,310.6734313964844,143.8514862060547,66.93244171142578
2020-08-11,38.628662109375,179.94000244140625,308.1090087890625,142.14183044433594,65.96723175048828
2020-08-12,39.14828872680664,179.10000610351562,312.4046936035156,140.84889221191406,66.63233184814453
2020-08-13,39.03379440307617,183.3300018310547,311.8399353027344,139.3433837890625,65.81312561035156
2020-08-14,38.96333694458008,182.5399932861328,311.84918212890625,138.7989959716797,65.82122802734375
2020-08-17,39.45655059814453,186.5,312.83990478515625,139.14772033691406,66.3565444946289
2020-08-18,39.412513732910156,188.17999267578125,313.51568603515625,140.14295959472656,66.04024505615234
2020-08-19,38.9281120300293,182.24000549316406,312.21026611328125,139.26683044433594,64.8803482055664
2020-08-20,38.804805755615234,183.5,313.182373046875,140.5256805419922,65.49677276611328
2020-08-21,38.99856948852539,182.02999877929688,314.2933349609375,141.3678436279297,65.60221099853516
2020-08-24,39.43012237548828,181.0,317.4781494140625,141.1381072998047,66.02401733398438
2020-08-25,39.82645034790039,181.22000122070312,318.589111328125,140.057861328125,66.1943359375
2020-08-26,39.9321403503418,183.36000061035156,321.7831726074219,139.52195739746094,65.58599853515625
2020-08-27,39.59745788574219,181.24000549316406,322.4867248535156,137.14886474609375,66.55121612548828
2020-08-28,40.117095947265625,184.38999938964844,324.56982421875,137.04678344726562,66.98921966552734
2020-08-31,39.22755813598633,184.8300018310547,323.3940124511719,137.95693969726562,66.30789947509766
2020-09-01,39.896907806396484,185.0500030517578,326.4399108886719,139.5348358154297,66.3565444946289
2020-09-02,39.791221618652344,182.6199951171875,331.16156005859375,140.8632354736328,67.58943939208984
2020-09-03,39.03379440307617,181.13999938964844,319.76495361328125,141.26353454589844,66.77832794189453
2020-09-04,39.05141067504883,181.63999938964844,317.1540832519531,138.58111572265625,66.42955780029297
2020-09-08,38.37324905395508,181.2899932861328,308.4885559082031,139.4326934814453,65.61843872070312
2020-09-09,38.94572448730469,183.0500030517578,314.5803527832031,139.0579833984375,66.267333984375
2020-09-10,38.320404052734375,182.4600067138672,309.1180725097656,139.7647705078125,65.45621490478516
2020-09-11,38.690311431884766,182.4499969482422,309.2754821777344,140.06275939941406,65.09123992919922
2020-09-14,39.31562805175781,183.88999938964844,313.3490295410156,140.05433654785156,66.68099212646484
2020-09-15,39.72956848144531,183.4499969482422,314.9322509765625,139.71368408203125,67.4839859008789
2020-09-16,39.676727294921875,183.97000122070312,313.682373046875,139.29640197753906,67.84087371826172
2020-09-17,39.5181999206543,182.9600067138672,310.92340087890625,139.72219848632812,66.51876068115234
2020-09-18,39.20994186401367,183.1999969482422,307.34381103515625,139.28785705566406,65.01822662353516
2020-09-21,38.848846435546875,179.52000427246094,303.9232482910156,139.99464416503906,63.06348419189453
2020-09-22,38.558204650878906,178.64999389648438,307.01849365234375,139.88401794433594,63.81779861450195
2020-09-23,37.95930862426758,174.7899932861328,299.8984375,140.07138061523438,61.89546585083008
2020-09-24,37.78316879272461,175.44000244140625,300.6978454589844,140.6078338623047,62.228031158447266
2020-09-25,37.818389892578125,174.94000244140625,305.55908203125,140.6078338623047,63.511329650878906
2020-09-28,38.24114227294922,176.6999969482422,310.63433837890625,140.20753479003906,64.81098937988281
2020-09-29,38.214717864990234,178.19000244140625,308.9425964355469,140.36935424804688,64.34506225585938
2020-09-30,38.831233978271484,177.1199951171875,311.2850036621094,139.02392578125,64.541259765625
2020-10-01,39.19233322143555,178.6999969482422,313.2834777832031,139.25323486328125,65.83273315429688
2020-10-02,38.7431526184082,178.5399932861328,310.3089294433594,138.73321533203125,66.96888732910156
2020-10-05,39.262786865234375,179.41000366210938,315.81170654296875,136.0225067138672,67.35306549072266
2020-10-06,39.33323287963867,177.3000030517578,311.3222351074219,136.7555389404297,66.91170501708984
2020-10-07,39.76479721069336,177.22000122070312,316.74127197265625,135.75823974609375,67.00978088378906
2020-10-08,40.09066390991211,177.85000610351562,319.5483703613281,136.49130249023438,68.12959289550781
2020-10-09,40.36369323730469,181.0800018310547,322.4019470214844,136.46578979492188,67.85986328125
2020-10-12,40.71598815917969,180.55999755859375,327.58868408203125,136.90054321289062,68.17863464355469
2020-10-13,40.54864501953125,177.72000122070312,325.4508056640625,137.8808135986328,67.00978088378906
2020-10-14,40.2756233215332,178.27000427246094,323.4058532714844,138.19619750976562,66.19239807128906
2020-10-15,39.984981536865234,178.9199981689453,323.0061950683594,137.95750427246094,66.53569030761719
2020-10-16,40.12589645385742,178.3000030517578,322.8109436035156,137.57395935058594,66.06158447265625
2020-10-19,40.01140594482422,178.38999938964844,317.9031677246094,137.05389404296875,65.03166961669922
2020-10-20,40.45176696777344,179.25,319.1764831542969,135.74972534179688,65.4975814819336
2020-10-21,40.56625747680664,180.60000610351562,318.57232666015625,135.28086853027344,65.30139923095703
2020-10-22,40.55744552612305,178.8300018310547,320.3198547363281,133.87440490722656,65.29322814941406
2020-10-23,40.79524612426758,178.63999938964844,321.40740966796875,134.6927032470703,65.68558502197266
2020-10-26,40.266815185546875,178.5500030517578,315.46783447265625,135.94570922851562,64.74559020996094
2020-10-27,40.44295883178711,179.02000427246094,314.38031005859375,136.85781860351562,63.707515716552734
2020-10-28,39.43012237548828,176.1300048828125,303.6350402832031,136.9857177734375,62.18715286254883
2020-10-29,39.82645034790039,175.39999389648438,306.7211608886719,135.65599060058594,63.020896911621094
2020-10-30,39.37727355957031,176.1999969482422,303.5235290527344,134.317626953125,62.60402297973633
2020-11-02,39.879295349121094,177.91000366210938,306.92559814453125,135.32369995117188,64.09986114501953
2020-11-03,40.055442810058594,178.9199981689453,312.3446350097656,134.5386199951172,65.33412170410156
2020-11-04,41.31488037109375,178.82000732421875,319.3252868652344,137.45709228515625,65.44853973388672
2020-11-05,42.01945495605469,182.92999267578125,325.5530700683594,137.69607543945312,65.75914764404297
2020-11-06,42.21321487426758,183.19000244140625,325.47869873046875,136.03199768066406,65.30960083007812
2020-11-09,42.503868103027344,175.0800018310547,329.5685729980469,133.17327880859375,67.6228256225586
2020-11-10,42.01945495605469,175.66000366210938,329.0852355957031,132.40528869628906,68.61185455322266
2020-11-11,42.29248046875,174.89999389648438,331.5299072265625,132.88316345214844,68.87342071533203
2020-11-12,41.97541809082031,175.9600067138672,328.31365966796875,135.14450073242188,67.97428894042969
2020-11-13,42.56550979614258,177.16000366210938,332.8589782714844,134.96530151367188,69.78890991210938
2020-11-16,43.09394454956055,177.14999389648438,337.0139465332031,134.6410369873047,70.57357025146484
2020-11-17,43.04991149902344,176.5,335.2013854980469,135.52001953125,70.63899993896484
2020-11-18,42.900184631347656,175.49000549316406,331.1672668457031,135.91256713867188,69.2657699584961
2020-11-19,42.97064208984375,175.16000366210938,332.5615539550781,136.61233520507812,69.53551483154297
2020-11-20,43.20844268798828,175.69000244140625,330.2841796875,137.82400512695312,69.1595230102539
2020-11-23,43.322940826416016,172.22999572753906,332.2640686035156,137.19261169433594,69.290283203125
2020-11-24,43.90420150756836,169.58999633789062,337.6181335449219,135.82717895507812,69.65811920166016
2020-11-25,43.65761184692383,169.50999450683594,337.0976257324219,135.4090576171875,69.69898986816406
2020-11-27,44.07154846191406,167.7899932861328,338.0364685058594,136.7232208251953,69.38836669921875
2020-11-30,42.91779708862305,166.6699981689453,336.5399475097656,136.55258178710938,68.660888671875
2020-12-01,43.763301849365234,170.17999267578125,340.22076416015625,134.53915405273438,69.54368591308594
2020-12-02,43.82494354248047,171.4600067138672,340.9364929199219,133.47137451171875,68.99603271484375
2020-12-03,44.326961517333984,172.80999755859375,340.8435363769531,134.5477294921875,69.57638549804688
2020-12-04,44.78493881225586,172.32000732421875,343.7808532714844,132.57443237304688,70.63899993896484
2020-12-07,44.78493881225586,174.88999938964844,343.07440185546875,133.77041625976562,70.02594757080078
2020-12-08,44.802555084228516,175.5,344.0782470703125,134.40248107910156,69.78072357177734
2020-12-09,44.41503143310547,172.5,340.9922790527344,133.95834350585938,69.34750366210938
2020-12-10,44.98750305175781,172.1699981689453,340.8807373046875,135.14566040039062,69.04505920410156
2020-12-11,44.670448303222656,172.49000549316406,340.4810791015625,135.62400817871094,68.97968292236328
2020-12-14,44.43819808959961,171.5399932861328,338.95660400390625,135.24818420410156,68.67723846435547
2020-12-15,44.91870880126953,173.94000244140625,343.53912353515625,134.79534912109375,70.08314514160156
2020-12-16,45.132266998291016,174.89999389648438,344.0782470703125,134.43667602539062,70.16490936279297
2020-12-17,45.42591094970703,176.74000549316406,346.0023193359375,134.08087158203125,70.84333801269531
2020-12-18,45.37252426147461,176.44000244140625,344.6206970214844,133.67897033691406,69.42108154296875
2020-12-21,44.705142974853516,175.8800048828125,343.38848876953125,134.20919799804688,69.02872467041016
2020-12-22,44.349212646484375,174.49000549316406,342.809814453125,134.90185546875,69.510986328125
2020-12-23,44.80303192138672,175.64999389648438,343.117919921875,133.96974182128906,69.06143951416016
2020-12-24,44.60726547241211,176.35000610351562,344.4527282714844,134.49996948242188,69.66606903076172
2020-12-28,44.73183822631836,175.7100067138672,347.4118957519531,134.55984497070312,70.0813217163086
2020-12-29,45.39921569824219,176.35000610351562,346.74908447265625,134.38880920410156,69.48334503173828
2020-12-30,46.004302978515625,177.6999969482422,347.2438659667969,134.6795196533203,69.86538696289062
2020-12-31,45.97760772705078,178.36000061035156,349.0080871582031,134.876220703125,70.53813171386719
2021-01-04,46.27125549316406,182.3300018310547,344.2567138671875,134.71368408203125,68.24583435058594
2021-01-05,47.38353729248047,182.8699951171875,346.62774658203125,133.7132568359375,68.3454818725586
2021-01-06,46.983116149902344,179.89999389648438,348.7000427246094,130.9683837890625,68.46177673339844
2021-01-07,47.428035736083984,179.47999572753906,353.88092041015625,129.8139190673828,68.32886505126953
2021-01-08,48.68268966674805,173.33999633789062,355.89715576171875,129.3949737548828,68.9933090209961
2021-01-11,48.02421951293945,173.0,353.4981994628906,129.18116760253906,68.07972717285156
2021-01-12,48.49583053588867,174.1199951171875,353.5728759765625,129.0785369873047,68.23751831054688
2021-01-13,48.60261154174805,173.3699951171875,354.52496337890625,130.53221130371094,69.06806945800781
2021-01-14,49.056419372558594,173.27999877929688,353.2834167480469,129.30934143066406,69.47502899169922
2021-01-15,48.36235427856445,171.1300048828125,350.7071228027344,129.8224639892578,70.2723388671875
2021-01-19,49.163204193115234,172.5800018310547,353.4607849121094,130.24151611328125,70.0730209350586
2021-01-20,50.026344299316406,175.38999938964844,358.3522644042969,130.36981201171875,71.41020965576172
2021-01-21,50.115325927734375,175.27999877929688,358.678955078125,129.45486450195312,71.06968688964844
2021-01-22,49.67931365966797,173.89999389648438,357.40948486328125,129.87374877929688,71.23577117919922
2021-01-25,50.053035736083984,174.0500030517578,358.8189697265625,131.4044189453125,71.77565002441406
2021-01-26,49.68820571899414,173.6199951171875,358.2588806152344,131.15646362304688,72.28228759765625
2021-01-27,48.3089714050293,172.52000427246094,349.50286865234375,131.49002075195312,71.00321960449219
2021-01-28,48.647098541259766,172.67999267578125,352.5086669921875,130.76318359375,71.38526916503906
2021-01-29,47.43693161010742,172.61000061035156,345.45159912109375,129.9763641357422,70.56304168701172
2021-02-01,48.718284606933594,174.22999572753906,351.2017517089844,130.1270294189453,72.1742935180664
2021-02-02,49.350067138671875,172.11000061035156,356.1678466796875,129.2881317138672,72.6061782836914
2021-02-03,49.59922409057617,171.85000610351562,356.4479064941406,128.1409149169922,72.42347717285156
2021-02-04,49.61701965332031,168.14999389648438,360.4992370605469,127.79850006103516,72.92179870605469
2021-02-05,50.04414367675781,169.80999755859375,361.91815185546875,126.7283706665039,73.17926025390625
2021-02-08,50.13312530517578,171.52000427246094,364.5318298339844,127.28485107421875,73.5779037475586
2021-02-09,50.66701889038086,172.0800018310547,364.2892150878906,127.37898254394531,73.83539581298828
2021-02-10,50.84498977661133,172.7100067138672,364.13043212890625,128.22657775878906,74.23404693603516
2021-02-11,51.38778305053711,171.2100067138672,364.718505859375,127.52457427978516,74.39185333251953
2021-02-12,51.43227767944336,170.69000244140625,366.5201416015625,125.94073486328125,74.40847778320312
2021-02-16,51.55685806274414,168.24000549316406,366.20269775390625,124.02308654785156,73.83539581298828
2021-02-17,51.57465362548828,166.3300018310547,366.286865234375,124.8106918334961,73.74403381347656
2021-02-18,50.862789154052734,166.32000732421875,364.7279052734375,124.30562591552734,73.42842102050781
2021-02-19,51.192020416259766,167.00999450683594,364.0838623046875,122.65335083007812,73.85200500488281
2021-02-22,49.68820571899414,169.50999450683594,361.2833557128906,121.7201919555664,74.46660614013672
2021-02-23,49.91066360473633,169.1199951171875,361.7220764160156,121.36919403076172,74.93170928955078
2021-02-24,49.590328216552734,169.0,365.7080078125,120.57301330566406,75.50479125976562
2021-02-25,48.46023178100586,165.82000732421875,356.8960266113281,118.6039810180664,74.05962371826172
2021-02-26,47.8106575012207,161.80999755859375,355.0570373535156,122.52498626708984,72.97993469238281
2021-03-01,49.092010498046875,161.52999877929688,363.6636047363281,120.90667724609375,73.30384826660156
2021-03-02,48.611507415771484,162.41000366210938,360.8259582519531,120.91519927978516,72.59788513183594
2021-03-03,48.51362991333008,160.6199951171875,356.04656982421875,119.60379791259766,72.1825942993164
2021-03-04,47.38353729248047,159.0399932861328,351.6405334472656,118.83238983154297,71.36035919189453
2021-03-05,47.8996467590332,159.13999938964844,358.10955810546875,119.06385803222656,72.14108276367188
2021-03-08,46.6093864440918,157.49000549316406,356.32659912109375,118.13815307617188,72.76398468017578
2021-03-09,47.632694244384766,160.83999633789062,361.4140319824219,119.77521514892578,73.2457046508789
2021-03-10,47.41913604736328,161.66000366210938,363.6636047363281,120.0152816772461,73.97659301757812
